Date(d.m.y);Temperature (°F);Dew Point (°F);Humidity (%);Wind Speed (mph);Pressure (in);;;;;;;;;;;;;;;;;;;;;;
27.10.2016;69.3;37.4;36.7;3.9;29.9;;;;;;;;;;;;;;;;;;;;;;
28.10.2016;72.0;47.8;44.5;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
29.10.2016;70.7;57.6;65.7;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
30.10.2016;72.2;63.2;74.5;6.3;29.8;;;;;;;;;;;;;;;;;;;;;;
31.10.2016;71.5;52.9;53.6;6.0;29.8;;;;;;;;;;;;;;;;;;;;;;
1.11.2016;63.7;44.3;51.9;10.1;29.7;;;;;;;;;;;;;;;;;;;;;;
2.11.2016;59.2;28.6;33.3;8.6;30.0;;;;;;;;;;;;;;;;;;;;;;
3.11.2016;57.6;33.4;46.1;3.6;30.1;;;;;;;;;;;;;;;;;;;;;;
4.11.2016;59.2;35.6;45.2;3.4;30.1;;;;;;;;;;;;;;;;;;;;;;
5.11.2016;59.8;42.3;55.9;3.9;30.1;;;;;;;;;;;;;;;;;;;;;;
6.11.2016;61.5;48.5;65.1;4.3;30.1;;;;;;;;;;;;;;;;;;;;;;
7.11.2016;64.1;54.4;72.2;5.2;30.1;;;;;;;;;;;;;;;;;;;;;;
8.11.2016;66.4;57.0;73.5;3.6;30.1;;;;;;;;;;;;;;;;;;;;;;
9.11.2016;67.9;52.2;60.4;3.5;30.1;;;;;;;;;;;;;;;;;;;;;;
10.11.2016;71.4;53.5;56.1;8.1;29.9;;;;;;;;;;;;;;;;;;;;;;
11.11.2016;68.2;59.5;75.9;5.4;30.0;;;;;;;;;;;;;;;;;;;;;;
12.11.2016;65.0;53.2;68.4;2.7;30.1;;;;;;;;;;;;;;;;;;;;;;
13.11.2016;64.9;50.8;63.7;2.5;30.0;;;;;;;;;;;;;;;;;;;;;;
14.11.2016;64.3;54.3;71.0;3.5;30.0;;;;;;;;;;;;;;;;;;;;;;
15.11.2016;65.2;55.5;72.4;3.7;29.9;;;;;;;;;;;;;;;;;;;;;;
16.11.2016;62.5;47.4;61.7;8.2;29.8;;;;;;;;;;;;;;;;;;;;;;
17.11.2016;55.3;29.7;39.2;7.1;30.0;;;;;;;;;;;;;;;;;;;;;;
18.11.2016;55.0;29.3;42.4;5.9;30.1;;;;;;;;;;;;;;;;;;;;;;
19.11.2016;57.0;28.7;40.6;4.7;30.1;;;;;;;;;;;;;;;;;;;;;;
20.11.2016;60.7;25.2;29.9;6.8;30.0;;;;;;;;;;;;;;;;;;;;;;
21.11.2016;61.6;25.1;26.7;7.1;30.0;;;;;;;;;;;;;;;;;;;;;;
22.11.2016;59.7;24.1;27.2;9.0;30.1;;;;;;;;;;;;;;;;;;;;;;
23.11.2016;57.2;21.0;28.4;5.8;30.1;;;;;;;;;;;;;;;;;;;;;;
24.11.2016;54.8;23.0;33.8;3.8;30.1;;;;;;;;;;;;;;;;;;;;;;
25.11.2016;53.8;23.3;34.0;3.8;30.1;;;;;;;;;;;;;;;;;;;;;;
26.11.2016;52.0;22.0;36.3;3.3;30.0;;;;;;;;;;;;;;;;;;;;;;
27.11.2016;52.2;21.8;34.7;3.6;30.1;;;;;;;;;;;;;;;;;;;;;;
28.11.2016;53.4;18.2;28.1;4.6;30.0;;;;;;;;;;;;;;;;;;;;;;
29.11.2016;59.0;24.9;28.9;8.9;30.0;;;;;;;;;;;;;;;;;;;;;;
30.11.2016;53.6;45.1;74.3;13.7;29.8;;;;;;;;;;;;;;;;;;;;;;
1.12.2016;51.5;45.3;80.0;11.0;29.7;;;;;;;;;;;;;;;;;;;;;;
2.12.2016;49.3;42.8;78.8;4.9;29.7;;;;;;;;;;;;;;;;;;;;;;
3.12.2016;49.5;37.5;65.8;4.2;30.1;;;;;;;;;;;;;;;;;;;;;;
4.12.2016;53.6;44.2;72.2;4.0;30.2;;;;;;;;;;;;;;;;;;;;;;
5.12.2016;56.7;40.4;57.8;5.0;30.1;;;;;;;;;;;;;;;;;;;;;;
6.12.2016;50.5;26.7;43.2;4.9;30.2;;;;;;;;;;;;;;;;;;;;;;
7.12.2016;48.3;34.5;61.6;4.3;30.2;;;;;;;;;;;;;;;;;;;;;;
8.12.2016;51.1;23.9;36.8;10.6;30.3;;;;;;;;;;;;;;;;;;;;;;
9.12.2016;44.4;30.0;60.0;3.1;30.2;;;;;;;;;;;;;;;;;;;;;;
10.12.2016;47.8;34.8;62.9;4.7;30.1;;;;;;;;;;;;;;;;;;;;;;
11.12.2016;51.1;38.4;64.5;4.6;30.0;;;;;;;;;;;;;;;;;;;;;;
12.12.2016;54.3;45.4;72.8;4.9;30.0;;;;;;;;;;;;;;;;;;;;;;
13.12.2016;52.2;49.2;90.7;8.6;29.7;;;;;;;;;;;;;;;;;;;;;;
14.12.2016;46.6;23.5;43.4;13.3;29.6;;;;;;;;;;;;;;;;;;;;;;
15.12.2016;41.0;20.8;46.9;6.0;30.0;;;;;;;;;;;;;;;;;;;;;;
16.12.2016;43.0;22.7;46.4;6.9;30.1;;;;;;;;;;;;;;;;;;;;;;
17.12.2016;45.3;18.7;36.1;8.8;30.3;;;;;;;;;;;;;;;;;;;;;;
18.12.2016;44.5;13.3;30.1;8.2;30.2;;;;;;;;;;;;;;;;;;;;;;
19.12.2016;39.5;15.0;42.9;3.9;30.2;;;;;;;;;;;;;;;;;;;;;;
20.12.2016;40.4;24.7;58.0;3.3;30.2;;;;;;;;;;;;;;;;;;;;;;
21.12.2016;43.5;30.7;61.9;15.5;30.1;;;;;;;;;;;;;;;;;;;;;;
22.12.2016;43.9;37.9;79.5;15.2;30.1;;;;;;;;;;;;;;;;;;;;;;
23.12.2016;49.3;38.6;67.2;7.7;30.1;;;;;;;;;;;;;;;;;;;;;;
24.12.2016;53.2;40.3;62.4;5.7;30.0;;;;;;;;;;;;;;;;;;;;;;
25.12.2016;51.1;40.3;67.9;4.7;29.8;;;;;;;;;;;;;;;;;;;;;;
26.12.2016;47.5;41.7;82.3;5.5;29.9;;;;;;;;;;;;;;;;;;;;;;
27.12.2016;49.7;45.8;86.9;8.4;29.9;;;;;;;;;;;;;;;;;;;;;;
28.12.2016;48.9;43.7;83.8;4.3;30.0;;;;;;;;;;;;;;;;;;;;;;
29.12.2016;49.1;45.4;87.6;10.8;29.9;;;;;;;;;;;;;;;;;;;;;;
30.12.2016;49.4;46.0;88.4;9.4;29.9;;;;;;;;;;;;;;;;;;;;;;
31.12.2016;49.8;44.8;83.7;8.9;30.0;;;;;;;;;;;;;;;;;;;;;;
1.01.2017;46.1;37.9;75.2;3.5;30.1;;;;;;;;;;;;;;;;;;;;;;
2.01.2017;45.9;40.3;80.1;5.6;30.1;;;;;;;;;;;;;;;;;;;;;;
3.01.2017;48.1;41.8;79.0;3.9;30.1;;;;;;;;;;;;;;;;;;;;;;
4.01.2017;46.6;38.3;74.7;3.9;30.1;;;;;;;;;;;;;;;;;;;;;;
5.01.2017;48.5;42.3;78.5;8.1;30.1;;;;;;;;;;;;;;;;;;;;;;
6.01.2017;53.3;41.9;66.5;10.3;30.0;;;;;;;;;;;;;;;;;;;;;;
7.01.2017;51.1;43.8;78.4;8.4;29.8;;;;;;;;;;;;;;;;;;;;;;
8.01.2017;50.4;46.7;88.2;7.0;29.7;;;;;;;;;;;;;;;;;;;;;;
9.01.2017;45.8;40.3;81.2;7.0;29.8;;;;;;;;;;;;;;;;;;;;;;
10.01.2017;45.9;35.8;68.7;8.2;30.1;;;;;;;;;;;;;;;;;;;;;;
11.01.2017;49.0;40.8;74.0;6.5;30.2;;;;;;;;;;;;;;;;;;;;;;
12.01.2017;48.2;37.8;70.1;3.4;30.1;;;;;;;;;;;;;;;;;;;;;;
13.01.2017;49.7;33.5;57.9;6.4;30.0;;;;;;;;;;;;;;;;;;;;;;
14.01.2017;44.1;29.6;59.1;5.4;30.0;;;;;;;;;;;;;;;;;;;;;;
15.01.2017;47.3;31.1;56.3;3.7;30.0;;;;;;;;;;;;;;;;;;;;;;
16.01.2017;47.6;36.5;66.8;4.3;30.1;;;;;;;;;;;;;;;;;;;;;;
17.01.2017;50.9;35.9;59.0;5.7;30.1;;;;;;;;;;;;;;;;;;;;;;
18.01.2017;52.0;38.3;61.7;4.3;30.0;;;;;;;;;;;;;;;;;;;;;;
19.01.2017;50.7;38.4;66.5;4.2;30.1;;;;;;;;;;;;;;;;;;;;;;
20.01.2017;49.6;37.0;64.4;5.2;30.1;;;;;;;;;;;;;;;;;;;;;;
21.01.2017;49.9;25.1;41.6;8.5;30.0;;;;;;;;;;;;;;;;;;;;;;
22.01.2017;44.0;27.5;56.4;3.4;30.1;;;;;;;;;;;;;;;;;;;;;;
23.01.2017;45.8;25.8;52.5;3.9;30.2;;;;;;;;;;;;;;;;;;;;;;
24.01.2017;49.1;26.7;46.7;5.2;30.1;;;;;;;;;;;;;;;;;;;;;;
25.01.2017;56.6;29.5;36.8;12.3;29.9;;;;;;;;;;;;;;;;;;;;;;
26.01.2017;50.9;39.3;64.5;7.9;29.8;;;;;;;;;;;;;;;;;;;;;;
27.01.2017;46.1;20.3;36.6;12.2;29.7;;;;;;;;;;;;;;;;;;;;;;
28.01.2017;41.5;9.0;26.9;10.2;29.9;;;;;;;;;;;;;;;;;;;;;;
29.01.2017;39.1;20.8;50.3;4.5;30.2;;;;;;;;;;;;;;;;;;;;;;
30.01.2017;41.6;22.3;50.7;6.2;30.1;;;;;;;;;;;;;;;;;;;;;;
31.01.2017;40.0;9.1;30.8;14.3;30.1;;;;;;;;;;;;;;;;;;;;;;
1.02.2017;40.2;2.8;22.8;11.0;30.2;;;;;;;;;;;;;;;;;;;;;;
2.02.2017;39.8;20.1;50.0;4.3;30.3;;;;;;;;;;;;;;;;;;;;;;
3.02.2017;44.6;29.9;59.1;4.0;30.3;;;;;;;;;;;;;;;;;;;;;;
4.02.2017;47.9;30.2;52.3;3.5;30.2;;;;;;;;;;;;;;;;;;;;;;
5.02.2017;52.1;37.2;58.1;4.2;30.1;;;;;;;;;;;;;;;;;;;;;;
6.02.2017;51.3;44.1;76.9;5.8;30.2;;;;;;;;;;;;;;;;;;;;;;
7.02.2017;56.4;43.9;63.8;5.7;30.1;;;;;;;;;;;;;;;;;;;;;;
8.02.2017;59.5;36.4;43.0;15.0;29.9;;;;;;;;;;;;;;;;;;;;;;
9.02.2017;56.3;38.5;52.9;5.5;30.0;;;;;;;;;;;;;;;;;;;;;;
10.02.2017;54.1;40.6;63.9;4.2;30.0;;;;;;;;;;;;;;;;;;;;;;
11.02.2017;55.9;35.5;50.9;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
12.02.2017;57.9;29.3;34.3;10.9;29.9;;;;;;;;;;;;;;;;;;;;;;
13.02.2017;50.7;17.1;27.6;12.3;29.9;;;;;;;;;;;;;;;;;;;;;;
14.02.2017;48.1;13.8;25.4;14.8;30.0;;;;;;;;;;;;;;;;;;;;;;
15.02.2017;45.3;13.7;28.9;10.7;30.0;;;;;;;;;;;;;;;;;;;;;;
16.02.2017;46.6;13.7;27.7;13.2;30.1;;;;;;;;;;;;;;;;;;;;;;
17.02.2017;45.1;19.7;38.7;6.5;30.2;;;;;;;;;;;;;;;;;;;;;;
18.02.2017;46.5;30.2;55.8;5.1;30.3;;;;;;;;;;;;;;;;;;;;;;
19.02.2017;49.1;29.8;53.0;3.7;30.3;;;;;;;;;;;;;;;;;;;;;;
20.02.2017;49.4;26.9;48.0;4.1;30.1;;;;;;;;;;;;;;;;;;;;;;
21.02.2017;50.1;30.8;50.7;5.0;30.0;;;;;;;;;;;;;;;;;;;;;;
22.02.2017;52.9;37.4;58.9;5.0;30.0;;;;;;;;;;;;;;;;;;;;;;
23.02.2017;54.0;43.4;70.4;5.1;30.1;;;;;;;;;;;;;;;;;;;;;;
24.02.2017;56.2;46.8;73.7;6.1;30.2;;;;;;;;;;;;;;;;;;;;;;
25.02.2017;56.5;46.4;71.6;5.3;30.2;;;;;;;;;;;;;;;;;;;;;;
26.02.2017;56.4;43.9;66.4;4.7;30.1;;;;;;;;;;;;;;;;;;;;;;
27.02.2017;58.4;37.5;53.3;3.6;30.0;;;;;;;;;;;;;;;;;;;;;;
28.02.2017;64.5;32.0;31.8;7.1;29.9;;;;;;;;;;;;;;;;;;;;;;
1.03.2017;66.8;34.1;31.3;8.7;29.9;;;;;;;;;;;;;;;;;;;;;;
2.03.2017;63.3;43.6;50.1;6.5;29.8;;;;;;;;;;;;;;;;;;;;;;
3.03.2017;54.2;49.4;85.3;7.5;29.9;;;;;;;;;;;;;;;;;;;;;;
4.03.2017;53.5;46.7;79.0;5.4;29.9;;;;;;;;;;;;;;;;;;;;;;
5.03.2017;55.5;40.5;60.7;4.5;30.0;;;;;;;;;;;;;;;;;;;;;;
6.03.2017;59.3;43.7;60.7;3.7;30.0;;;;;;;;;;;;;;;;;;;;;;
7.03.2017;60.8;43.1;55.9;5.1;29.8;;;;;;;;;;;;;;;;;;;;;;
8.03.2017;59.2;47.7;68.5;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
9.03.2017;64.6;44.6;53.0;7.2;29.9;;;;;;;;;;;;;;;;;;;;;;
10.03.2017;63.6;42.8;50.0;10.0;29.7;;;;;;;;;;;;;;;;;;;;;;
11.03.2017;55.6;51.3;84.8;5.1;29.6;;;;;;;;;;;;;;;;;;;;;;
12.03.2017;55.3;51.3;86.5;8.9;29.7;;;;;;;;;;;;;;;;;;;;;;
13.03.2017;57.1;50.8;80.1;7.9;29.8;;;;;;;;;;;;;;;;;;;;;;
14.03.2017;55.9;47.6;75.5;10.4;29.8;;;;;;;;;;;;;;;;;;;;;;
15.03.2017;56.0;35.5;49.5;7.2;29.9;;;;;;;;;;;;;;;;;;;;;;
16.03.2017;55.8;36.2;50.6;6.1;29.8;;;;;;;;;;;;;;;;;;;;;;
17.03.2017;52.3;44.9;76.2;5.5;29.8;;;;;;;;;;;;;;;;;;;;;;
18.03.2017;55.4;34.9;52.6;8.7;29.8;;;;;;;;;;;;;;;;;;;;;;
19.03.2017;55.5;31.9;44.3;5.9;29.8;;;;;;;;;;;;;;;;;;;;;;
20.03.2017;58.6;48.3;70.2;6.7;29.8;;;;;;;;;;;;;;;;;;;;;;
21.03.2017;61.3;50.9;72.9;5.7;29.8;;;;;;;;;;;;;;;;;;;;;;
22.03.2017;61.3;51.0;71.4;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
23.03.2017;60.5;37.9;49.3;7.0;29.8;;;;;;;;;;;;;;;;;;;;;;
24.03.2017;60.8;39.8;52.3;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
25.03.2017;61.2;47.9;64.7;5.7;29.9;;;;;;;;;;;;;;;;;;;;;;
26.03.2017;61.9;53.9;76.9;6.6;29.9;;;;;;;;;;;;;;;;;;;;;;
27.03.2017;61.6;54.5;78.6;5.2;29.9;;;;;;;;;;;;;;;;;;;;;;
28.03.2017;61.2;52.1;74.5;4.6;29.9;;;;;;;;;;;;;;;;;;;;;;
29.03.2017;63.4;46.3;59.7;5.0;30.0;;;;;;;;;;;;;;;;;;;;;;
30.03.2017;64.9;45.9;52.3;5.7;29.9;;;;;;;;;;;;;;;;;;;;;;
31.03.2017;61.5;50.5;67.8;7.7;29.9;;;;;;;;;;;;;;;;;;;;;;
1.04.2017;60.8;48.7;66.7;6.5;29.9;;;;;;;;;;;;;;;;;;;;;;
2.04.2017;59.7;50.5;73.4;5.6;29.9;;;;;;;;;;;;;;;;;;;;;;
3.04.2017;62.4;53.3;75.1;6.8;30.0;;;;;;;;;;;;;;;;;;;;;;
4.04.2017;64.5;53.3;71.5;3.8;30.1;;;;;;;;;;;;;;;;;;;;;;
5.04.2017;69.7;43.8;43.5;7.5;29.9;;;;;;;;;;;;;;;;;;;;;;
6.04.2017;71.5;45.5;42.2;9.0;29.7;;;;;;;;;;;;;;;;;;;;;;
7.04.2017;65.5;57.2;76.3;7.7;29.8;;;;;;;;;;;;;;;;;;;;;;
8.04.2017;60.7;54.1;79.3;10.6;29.8;;;;;;;;;;;;;;;;;;;;;;
9.04.2017;58.1;43.1;59.5;8.8;29.9;;;;;;;;;;;;;;;;;;;;;;
10.04.2017;58.9;36.3;45.9;6.0;30.0;;;;;;;;;;;;;;;;;;;;;;
11.04.2017;63.2;33.4;36.5;9.6;29.9;;;;;;;;;;;;;;;;;;;;;;
12.04.2017;66.8;37.1;34.6;12.1;29.9;;;;;;;;;;;;;;;;;;;;;;
13.04.2017;62.2;55.0;78.4;8.5;29.7;;;;;;;;;;;;;;;;;;;;;;
14.04.2017;62.7;57.4;84.1;5.0;29.7;;;;;;;;;;;;;;;;;;;;;;
15.04.2017;60.8;57.3;89.2;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
16.04.2017;62.6;56.6;82.9;4.7;30.0;;;;;;;;;;;;;;;;;;;;;;
17.04.2017;63.9;55.7;77.5;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
18.04.2017;64.4;55.9;76.5;6.8;29.9;;;;;;;;;;;;;;;;;;;;;;
19.04.2017;64.9;55.2;74.3;6.3;30.0;;;;;;;;;;;;;;;;;;;;;;
20.04.2017;64.1;54.9;74.4;6.0;30.0;;;;;;;;;;;;;;;;;;;;;;
21.04.2017;66.7;55.9;70.7;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
22.04.2017;73.0;51.4;51.3;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
23.04.2017;64.5;49.6;59.4;13.7;29.7;;;;;;;;;;;;;;;;;;;;;;
24.04.2017;61.8;38.3;43.9;8.8;29.9;;;;;;;;;;;;;;;;;;;;;;
25.04.2017;63.4;42.5;51.4;5.2;30.0;;;;;;;;;;;;;;;;;;;;;;
26.04.2017;67.9;38.4;42.7;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
27.04.2017;72.4;40.6;36.4;5.0;29.9;;;;;;;;;;;;;;;;;;;;;;
28.04.2017;74.5;48.7;43.8;6.0;29.8;;;;;;;;;;;;;;;;;;;;;;
29.04.2017;71.6;54.3;60.1;4.7;29.8;;;;;;;;;;;;;;;;;;;;;;
30.04.2017;76.3;53.6;53.8;4.1;29.8;;;;;;;;;;;;;;;;;;;;;;
1.05.2017;71.7;55.3;56.6;6.7;29.7;;;;;;;;;;;;;;;;;;;;;;
2.05.2017;67.8;56.2;67.7;6.1;29.8;;;;;;;;;;;;;;;;;;;;;;
3.05.2017;67.7;59.0;74.7;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
4.05.2017;69.8;61.0;74.3;5.9;29.8;;;;;;;;;;;;;;;;;;;;;;
5.05.2017;69.3;61.5;77.2;4.9;29.9;;;;;;;;;;;;;;;;;;;;;;
6.05.2017;69.6;62.6;78.1;7.2;29.8;;;;;;;;;;;;;;;;;;;;;;
7.05.2017;68.5;62.2;80.7;10.5;29.8;;;;;;;;;;;;;;;;;;;;;;
8.05.2017;69.4;62.7;79.7;6.9;29.8;;;;;;;;;;;;;;;;;;;;;;
9.05.2017;72.8;60.9;68.7;4.2;29.8;;;;;;;;;;;;;;;;;;;;;;
10.05.2017;76.3;55.1;53.7;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
11.05.2017;70.8;61.5;73.3;6.1;29.8;;;;;;;;;;;;;;;;;;;;;;
12.05.2017;72.0;58.7;66.6;5.5;29.9;;;;;;;;;;;;;;;;;;;;;;
13.05.2017;73.2;60.1;67.4;4.2;29.9;;;;;;;;;;;;;;;;;;;;;;
14.05.2017;73.8;63.1;71.9;4.4;29.8;;;;;;;;;;;;;;;;;;;;;;
15.05.2017;75.3;64.9;72.8;5.9;29.7;;;;;;;;;;;;;;;;;;;;;;
16.05.2017;74.9;58.9;63.0;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
17.05.2017;74.3;52.4;50.3;5.0;29.8;;;;;;;;;;;;;;;;;;;;;;
18.05.2017;71.7;56.4;60.6;3.6;29.7;;;;;;;;;;;;;;;;;;;;;;
19.05.2017;70.9;58.0;66.1;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
20.05.2017;65.0;60.0;84.0;7.8;29.7;;;;;;;;;;;;;;;;;;;;;;
21.05.2017;66.5;57.6;75.6;5.4;29.8;;;;;;;;;;;;;;;;;;;;;;
22.05.2017;65.5;60.5;83.9;5.5;29.8;;;;;;;;;;;;;;;;;;;;;;
23.05.2017;65.6;57.5;76.3;6.8;29.7;;;;;;;;;;;;;;;;;;;;;;
24.05.2017;67.2;58.6;75.5;5.5;29.9;;;;;;;;;;;;;;;;;;;;;;
25.05.2017;70.9;61.0;72.0;5.8;29.9;;;;;;;;;;;;;;;;;;;;;;
26.05.2017;71.7;59.5;68.4;6.5;29.8;;;;;;;;;;;;;;;;;;;;;;
27.05.2017;70.2;60.5;72.6;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
28.05.2017;73.3;58.7;63.5;6.1;29.8;;;;;;;;;;;;;;;;;;;;;;
29.05.2017;72.7;60.9;68.9;6.2;29.8;;;;;;;;;;;;;;;;;;;;;;
30.05.2017;70.0;59.3;70.7;7.2;29.9;;;;;;;;;;;;;;;;;;;;;;
31.05.2017;71.4;61.8;73.0;7.7;29.9;;;;;;;;;;;;;;;;;;;;;;
1.06.2017;71.7;61.4;72.4;6.3;29.8;;;;;;;;;;;;;;;;;;;;;;
2.06.2017;74.3;63.7;71.5;6.4;29.8;;;;;;;;;;;;;;;;;;;;;;
3.06.2017;75.9;65.1;71.5;4.9;29.8;;;;;;;;;;;;;;;;;;;;;;
4.06.2017;77.2;65.9;71.3;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
5.06.2017;76.5;68.0;77.0;5.0;29.8;;;;;;;;;;;;;;;;;;;;;;
6.06.2017;75.5;66.9;76.9;5.8;29.8;;;;;;;;;;;;;;;;;;;;;;
7.06.2017;77.1;67.0;73.2;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
8.06.2017;81.3;66.7;64.9;5.0;29.7;;;;;;;;;;;;;;;;;;;;;;
9.06.2017;81.0;66.9;65.1;5.0;29.7;;;;;;;;;;;;;;;;;;;;;;
10.06.2017;77.7;68.2;73.7;6.6;29.7;;;;;;;;;;;;;;;;;;;;;;
11.06.2017;77.5;68.5;74.5;6.4;29.7;;;;;;;;;;;;;;;;;;;;;;
12.06.2017;78.5;68.7;73.8;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
13.06.2017;78.3;69.8;75.5;7.0;29.7;;;;;;;;;;;;;;;;;;;;;;
14.06.2017;72.7;64.9;77.8;6.7;29.7;;;;;;;;;;;;;;;;;;;;;;
15.06.2017;76.2;66.5;73.1;6.4;29.8;;;;;;;;;;;;;;;;;;;;;;
16.06.2017;78.6;67.4;71.0;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
17.06.2017;79.1;68.4;71.4;5.2;29.7;;;;;;;;;;;;;;;;;;;;;;
18.06.2017;78.8;70.5;76.2;6.0;29.6;;;;;;;;;;;;;;;;;;;;;;
19.06.2017;77.4;69.9;77.8;7.7;29.6;;;;;;;;;;;;;;;;;;;;;;
20.06.2017;77.1;66.3;70.3;8.5;29.7;;;;;;;;;;;;;;;;;;;;;;
21.06.2017;74.8;63.6;69.2;5.8;29.7;;;;;;;;;;;;;;;;;;;;;;
22.06.2017;76.1;62.4;64.4;6.6;29.8;;;;;;;;;;;;;;;;;;;;;;
23.06.2017;79.1;66.8;68.0;5.8;29.8;;;;;;;;;;;;;;;;;;;;;;
24.06.2017;80.6;67.7;67.7;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
25.06.2017;82.4;70.5;69.8;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
26.06.2017;82.5;71.4;71.3;4.7;29.7;;;;;;;;;;;;;;;;;;;;;;
27.06.2017;82.0;72.4;75.1;4.7;29.7;;;;;;;;;;;;;;;;;;;;;;
28.06.2017;82.3;73.3;76.2;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
29.06.2017;82.5;73.2;75.4;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
30.06.2017;83.4;73.1;74.0;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
1.07.2017;89.4;63.7;55.8;7.7;29.5;;;;;;;;;;;;;;;;;;;;;;
2.07.2017;91.3;68.1;51.4;4.9;29.5;;;;;;;;;;;;;;;;;;;;;;
3.07.2017;86.8;75.4;71.9;4.8;29.5;;;;;;;;;;;;;;;;;;;;;;
4.07.2017;85.6;76.8;77.0;5.6;29.6;;;;;;;;;;;;;;;;;;;;;;
5.07.2017;85.7;77.1;76.9;6.7;29.6;;;;;;;;;;;;;;;;;;;;;;
6.07.2017;84.0;75.8;78.1;7.2;29.6;;;;;;;;;;;;;;;;;;;;;;
7.07.2017;84.5;72.4;69.4;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
8.07.2017;84.3;66.3;58.9;7.0;29.6;;;;;;;;;;;;;;;;;;;;;;
9.07.2017;83.7;65.6;57.4;5.9;29.6;;;;;;;;;;;;;;;;;;;;;;
10.07.2017;84.6;71.8;68.3;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
11.07.2017;85.5;73.6;70.7;5.9;29.7;;;;;;;;;;;;;;;;;;;;;;
12.07.2017;85.5;73.3;70.0;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
13.07.2017;85.0;74.5;73.8;5.6;29.5;;;;;;;;;;;;;;;;;;;;;;
14.07.2017;84.4;75.1;76.1;5.3;29.5;;;;;;;;;;;;;;;;;;;;;;
15.07.2017;84.7;75.0;75.0;5.4;29.6;;;;;;;;;;;;;;;;;;;;;;
16.07.2017;85.0;75.4;75.0;4.9;29.6;;;;;;;;;;;;;;;;;;;;;;
17.07.2017;86.0;74.2;70.8;4.6;29.6;;;;;;;;;;;;;;;;;;;;;;
18.07.2017;83.9;73.5;73.9;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
19.07.2017;85.2;72.4;67.3;6.8;29.6;;;;;;;;;;;;;;;;;;;;;;
20.07.2017;83.6;72.3;70.0;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
21.07.2017;84.6;73.9;72.0;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
22.07.2017;84.7;75.0;74.8;6.5;29.7;;;;;;;;;;;;;;;;;;;;;;
23.07.2017;85.4;75.8;74.8;6.2;29.6;;;;;;;;;;;;;;;;;;;;;;
24.07.2017;86.0;74.2;70.4;6.2;29.6;;;;;;;;;;;;;;;;;;;;;;
25.07.2017;86.5;74.2;69.0;5.8;29.5;;;;;;;;;;;;;;;;;;;;;;
26.07.2017;87.0;76.7;73.1;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
27.07.2017;87.4;76.4;71.5;5.6;29.6;;;;;;;;;;;;;;;;;;;;;;
28.07.2017;84.3;72.7;70.2;7.7;29.7;;;;;;;;;;;;;;;;;;;;;;
29.07.2017;83.0;70.0;66.6;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
30.07.2017;84.9;71.3;66.3;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
31.07.2017;85.9;73.2;68.6;5.2;29.6;;;;;;;;;;;;;;;;;;;;;;
1.08.2017;85.9;75.0;72.7;4.8;29.7;;;;;;;;;;;;;;;;;;;;;;
2.08.2017;86.1;74.9;71.3;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
3.08.2017;85.0;75.3;74.2;7.2;29.6;;;;;;;;;;;;;;;;;;;;;;
4.08.2017;83.9;74.3;75.2;6.2;29.6;;;;;;;;;;;;;;;;;;;;;;
5.08.2017;84.4;74.1;73.6;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
6.08.2017;83.8;72.3;70.1;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
